cname,iso2,iso3,group,grtype,anoemp,xnoemp
United Kingdom,uk,gbr,22,2,.5252129085140508,.7378365898786104
United Kingdom,uk,gbr,23,2,.4945699337965611,.7552578956823141
United Kingdom,uk,gbr,24,2,.603038238365167,.802298797171675
United Kingdom,uk,gbr,25,2,.4993491707978726,.7061697881136667
United Kingdom,uk,gbr,26,2,.421935896575287,.697723707234128
United Kingdom,uk,gbr,27,2,.599371681251738,.7733876453063862
United Kingdom,uk,gbr,28,2,.3641855717330263,.662299793563061
United Kingdom,uk,gbr,29,2,.4142621009687737,.7498371658853406
United Kingdom,uk,gbr,30,2,.3803215336326742,.6795658375271354
United Kingdom,uk,gbr,31,2,.4518664966542125,.7071561545545237
United Kingdom,uk,gbr,32,2,.411487565940006,.6592089706940548
United Kingdom,uk,gbr,33,2,.3937799585608895,.6950966433329578
United Kingdom,uk,gbr,34,2,.3482844799887704,.6795752056615967
United Kingdom,uk,gbr,35,2,.3525661693994535,.7016007945998048
United Kingdom,uk,gbr,36,2,.354148086759004,.5822035257264906
United Kingdom,uk,gbr,37,2,.3284637799224197,.691311530830225
United Kingdom,uk,gbr,38,2,.3926812310841852,.6903736655182028
United Kingdom,uk,gbr,39,2,.3273123215770049,.5873772865374883
United Kingdom,uk,gbr,40,2,.3048904350869961,.6771683239660458
United Kingdom,uk,gbr,41,2,.3756113579992076,.6898375785314931
United Kingdom,uk,gbr,42,2,.341525481713544,.6940315885341974
United Kingdom,uk,gbr,43,2,.3048167335275346,.6742546739820371
United Kingdom,uk,gbr,44,2,.2954731482730358,.6143526788928242
United Kingdom,uk,gbr,45,2,.3804472636813622,.7060722904242021
United Kingdom,uk,gbr,46,2,.3000301765827809,.6667238464053659
United Kingdom,uk,gbr,47,2,.3290665104786341,.6028418821004305
United Kingdom,uk,gbr,48,2,.2690314592348698,.5343784423915577
United Kingdom,uk,gbr,49,2,.3180098956901682,.663145754269577
United Kingdom,uk,gbr,50,2,.1983472221892315,.5938973383577344
United Kingdom,uk,gbr,51,2,.2362976225026142,.6321858803128307
United Kingdom,uk,gbr,52,2,.3326125011958456,.6454448723354045
United Kingdom,uk,gbr,53,2,.2617745437817929,.6056913922804149
United Kingdom,uk,gbr,54,2,.2060839698269202,.5635484771639764
United Kingdom,uk,gbr,55,2,.2148416924292613,.6250260928528377
United Kingdom,uk,gbr,56,2,.2520655218772994,.5925401384577479
United Kingdom,uk,gbr,57,2,.1851750355045213,.5455627419382733
United Kingdom,uk,gbr,58,2,.2956339991278897,.6207963731282399
United Kingdom,uk,gbr,59,2,.2171521960227471,.5823033933246634
United Kingdom,uk,gbr,60,2,.1985309102757642,.5001364110307747
United Kingdom,uk,gbr,61,2,.2398981813858043,.5808288992967235
United Kingdom,uk,gbr,62,2,.1529596686299032,.6264988117213173
United Kingdom,uk,gbr,63,2,.1956888992670469,.6033935445013721
United Kingdom,uk,gbr,64,2,.215029283456475,.580826340166287
United Kingdom,uk,gbr,65,2,.1615242670861708,.5446560037845671
United Kingdom,uk,gbr,66,2,.1950071334134903,.5720826888168657
United Kingdom,uk,gbr,67,2,.1666127327319978,.5847547472793378
United Kingdom,uk,gbr,68,2,.1736080745250291,.509344427254023
United Kingdom,uk,gbr,69,2,.1807009090604622,.4465150605776635
United Kingdom,uk,gbr,70,2,.1783093052628957,.5557150474313125
United Kingdom,uk,gbr,71,2,.1429978995011585,.5019673868587612
United Kingdom,uk,gbr,72,2,.1453701182186886,.5000019623770755
United Kingdom,uk,gbr,73,2,.152313848968951,.5125904640994237
United Kingdom,uk,gbr,74,2,.1514386532003521,.5452753995365217
United Kingdom,uk,gbr,75,2,.1261661573194126,.5420057720805209
United Kingdom,uk,gbr,76,2,.1594390591110301,.5694197652851969
United Kingdom,uk,gbr,77,2,.1690967539723209,.4988084530879671
United Kingdom,uk,gbr,78,2,.0995977231534251,.5279966690012557
United Kingdom,uk,gbr,79,2,.1472222044541322,.5000731682734989
United Kingdom,uk,gbr,80,2,.1158028823015183,.4896261351471698
United Kingdom,uk,gbr,81,2,.1388459239924261,.5790805142303495
United Kingdom,uk,gbr,82,2,.1222378755644017,.4614658117263164
United Kingdom,uk,gbr,83,2,.138526887235175,.5207876118051291
United Kingdom,uk,gbr,84,2,.1498666912750085,.5513265562336829
United Kingdom,uk,gbr,85,2,.1527814514515344,.5043186037687468
United Kingdom,uk,gbr,86,2,.1352359664723767,.5402709209947937
United Kingdom,uk,gbr,87,2,.0936834766540863,.4679091006249319
United Kingdom,uk,gbr,88,2,.1288658213949349,.4545293105979353
United Kingdom,uk,gbr,89,2,.1012817403740966,.4950507852478849
United Kingdom,uk,gbr,90,2,.1361654272160293,.5123570844397595
United Kingdom,uk,gbr,91,2,.109452460409629,.5096054609524597
United Kingdom,uk,gbr,92,2,.1127951247092602,.4657100055161664
United Kingdom,uk,gbr,93,2,.120361944180376,.4976046141693086
United Kingdom,uk,gbr,94,2,.0800483755770814,.4554443426339728
United Kingdom,uk,gbr,95,2,.0841253874721606,.4941144366199912
United Kingdom,uk,gbr,96,2,.1254442523463576,.4771554729427334
United Kingdom,uk,gbr,97,2,.0816393986353172,.4668273596397171
United Kingdom,uk,gbr,98,2,.1264682527392717,.4371689484674517
United Kingdom,uk,gbr,99,2,.1262648800769817,.4821820378072774
United Kingdom,uk,gbr,100,2,.1171236419717671,.4486789255855493
United States,us,usa,1,1,.5280349374782454,.6888586771777078
United States,us,usa,2,1,.5072959132666445,.7410097184200605
United States,us,usa,3,1,.3431751341479257,.6843480365563881
United States,us,usa,4,1,.2651942168709701,.6507487993986204
United States,us,usa,5,1,.2209503418163126,.6141703057665119
United States,us,usa,6,1,.1935202672993334,.6021821353078316
United States,us,usa,7,1,.1866804436012628,.5751544924828711
United States,us,usa,8,1,.1679799688574857,.5769332441468118
United States,us,usa,9,1,.1642541206369608,.5789941837124338
United States,us,usa,10,1,.1659292519478146,.5831537366771866
United States,us,usa,1,2,.5150960734741836,.6782556958061041
United States,us,usa,2,2,.,.
United States,us,usa,3,2,.,.
United States,us,usa,4,2,.,.
United States,us,usa,5,2,.,.
United States,us,usa,6,2,.,.
United States,us,usa,7,2,.,.
United States,us,usa,8,2,.,.
United States,us,usa,9,2,.6047235360345263,.7111652784380755
United States,us,usa,10,2,.5723368229907366,.7854884544860338
United States,us,usa,11,2,.5891373601088554,.7840722636202228
United States,us,usa,12,2,.6145127209181002,.8056708951492674
United States,us,usa,13,2,.5952976893445735,.7577854229446879
United States,us,usa,14,2,.526041323894203,.7652664400654466
United States,us,usa,15,2,.512366357433813,.7278454346000598
United States,us,usa,16,2,.4698679292937978,.7093499429124256
United States,us,usa,17,2,.4614304062436706,.7291321730922541
United States,us,usa,18,2,.4547012018219138,.7322622977017477
United States,us,usa,19,2,.4326803491271001,.6922138237798012
United States,us,usa,20,2,.4223525404326205,.709466571947029
United States,us,usa,21,2,.3885649322157482,.7007758516025063
United States,us,usa,22,2,.3938803229655165,.703878538037822
United States,us,usa,23,2,.3680668706776432,.7111445684684817
United States,us,usa,24,2,.3512846567166195,.6651685320444144
United States,us,usa,25,2,.3368580180222148,.6828695363912413
United States,us,usa,26,2,.3554329297764343,.6768010018187208
United States,us,usa,27,2,.3139797139313822,.6838970668356126
United States,us,usa,28,2,.3071990292919174,.6557350564456246
United States,us,usa,29,2,.3107609865881997,.6805133817082106
United States,us,usa,30,2,.3079825103298039,.685368294958242
United States,us,usa,31,2,.2559005778910068,.6577875818622386
United States,us,usa,32,2,.3158405028202782,.6614931100705019
United States,us,usa,33,2,.2818409367222197,.657263290112198
United States,us,usa,34,2,.2646012991897848,.6591126555844464
United States,us,usa,35,2,.2536428982131662,.6530574011295299
United States,us,usa,36,2,.2655236633645405,.6707117950968052
United States,us,usa,37,2,.2880651573850619,.6492241433865757
United States,us,usa,38,2,.2475550327720948,.6232398185142425
United States,us,usa,39,2,.2639902083118263,.6530619113436605
United States,us,usa,40,2,.2190712568245757,.6287631163665532
United States,us,usa,41,2,.2586431188455959,.6504016022257578
United States,us,usa,42,2,.2076206891284555,.6590154902796678
United States,us,usa,43,2,.2153013212974319,.5743941520124206
United States,us,usa,44,2,.2366956492024689,.6085308893259329
United States,us,usa,45,2,.1974468172664436,.6435335243569416
United States,us,usa,46,2,.2259866075584511,.5896923758145417
United States,us,usa,47,2,.2186408867268481,.6266229212342623
United States,us,usa,48,2,.2242108971486131,.5733013382167429
United States,us,usa,49,2,.2030918327967476,.5901955314993641
United States,us,usa,50,2,.2238061465929957,.6315317754574173
United States,us,usa,51,2,.1788425795773847,.6195903182017869
United States,us,usa,52,2,.1933652531643857,.6210259610442234
United States,us,usa,53,2,.2170733050013971,.5280010912927842
United States,us,usa,54,2,.2046579466973123,.6064147181098157
United States,us,usa,55,2,.1937105372979413,.6054140817189904
United States,us,usa,56,2,.2007933259196322,.6237812041262359
United States,us,usa,57,2,.1875893658224031,.5854002169079686
United States,us,usa,58,2,.1886809397715537,.5984581400231028
United States,us,usa,59,2,.1775587860442591,.6037764321023901
United States,us,usa,60,2,.1928949102461554,.6297542256858705
United States,us,usa,61,2,.2054975656190915,.506749243701193
United States,us,usa,62,2,.2043989710582425,.6045998755123051
United States,us,usa,63,2,.1861914167413343,.5797745719423716
United States,us,usa,64,2,.1745563430901398,.6117122088980755
United States,us,usa,65,2,.1838266782616358,.5458043144878243
United States,us,usa,66,2,.1830926655298889,.6146206462525389
United States,us,usa,67,2,.1836488880874193,.6041856570824223
United States,us,usa,68,2,.2039328400737202,.5189076238099384
United States,us,usa,69,2,.1710475107425924,.5818772522662691
United States,us,usa,70,2,.1706639600069373,.5830336334501259
United States,us,usa,71,2,.1547669475090721,.530128237340398
United States,us,usa,72,2,.1557928938948661,.5993370970293
United States,us,usa,73,2,.1752951390323575,.6010760836426118
United States,us,usa,74,2,.1686230691519789,.5486160246934504
United States,us,usa,75,2,.1831903986588975,.6168603307922246
United States,us,usa,76,2,.1610290290149543,.5592466359385472
United States,us,usa,77,2,.1763408840857696,.5569856297810211
United States,us,usa,78,2,.1641053206122484,.5994604820393319
United States,us,usa,79,2,.1743882675634485,.5573764344256932
United States,us,usa,80,2,.1673279488086749,.5999611613069489
United States,us,usa,81,2,.1692614156828959,.5984088970400014
United States,us,usa,82,2,.1499883849089555,.5922427195289878
United States,us,usa,83,2,.1688398291042623,.5606781180619547
United States,us,usa,84,2,.1571842338852386,.5598535686350485
United States,us,usa,85,2,.1724992581375283,.5987006727188285
United States,us,usa,86,2,.2084155058387625,.5563350688181397
United States,us,usa,87,2,.157037975777353,.5777321523233361
United States,us,usa,88,2,.1577182417916942,.5926209562323669
United States,us,usa,89,2,.147360189750823,.5881159002578891
United States,us,usa,90,2,.1543497383912722,.5655255975371658
United States,us,usa,91,2,.1633077385212153,.6015210932053073
United States,us,usa,92,2,.1428204016285438,.5673742929125526
United States,us,usa,93,2,.1548331860589755,.5786641363739594
United States,us,usa,94,2,.1538362660226225,.5836075008411338
United States,us,usa,95,2,.1621562437296713,.5684142005508134
United States,us,usa,96,2,.1759627679279172,.5916937757465195
United States,us,usa,97,2,.1682731134328408,.5861152358934918
United States,us,usa,98,2,.1761511315505774,.5880140986246514
United States,us,usa,99,2,.1627675600294254,.5600032177820504
United States,us,usa,100,2,.1991238812271992,.606021687322488
