cname,iso2,iso3,group,grtype,mrpv5,mrpv6
United Kingdom,uk,gbr,22,2,.5089546630708434,.5536824015766736
United Kingdom,uk,gbr,23,2,.5133203656774757,.5579509034110108
United Kingdom,uk,gbr,24,2,.5547971038915551,.6015327251071587
United Kingdom,uk,gbr,25,2,.5049790628796827,.5470429915155908
United Kingdom,uk,gbr,26,2,.42875788276142,.4721025598828645
United Kingdom,uk,gbr,27,2,.522007252373017,.5666368995500728
United Kingdom,uk,gbr,28,2,.3959391749991378,.439997194742818
United Kingdom,uk,gbr,29,2,.4110668857716002,.4525494942374003
United Kingdom,uk,gbr,30,2,.4167140574287567,.4592211291733634
United Kingdom,uk,gbr,31,2,.44659011415258,.49063981118305
United Kingdom,uk,gbr,32,2,.4159944714058457,.4609037879439356
United Kingdom,uk,gbr,33,2,.3982898863160474,.4416213881114369
United Kingdom,uk,gbr,34,2,.409728106718141,.4516563189788068
United Kingdom,uk,gbr,35,2,.3483894394586916,.3912791362995316
United Kingdom,uk,gbr,36,2,.4278465270594267,.4690581115199165
United Kingdom,uk,gbr,37,2,.3886303324968688,.4326709756429808
United Kingdom,uk,gbr,38,2,.373528287857482,.4135370428008564
United Kingdom,uk,gbr,39,2,.3571430749935293,.3960441632460811
United Kingdom,uk,gbr,40,2,.3590240434259,.3993597042651783
United Kingdom,uk,gbr,41,2,.3836170553185999,.4235875237173405
United Kingdom,uk,gbr,42,2,.3722227541022049,.4125324348386974
United Kingdom,uk,gbr,43,2,.3517509376755075,.3923102925336835
United Kingdom,uk,gbr,44,2,.3475581865729118,.3890224997245452
United Kingdom,uk,gbr,45,2,.370348238637513,.4131941634166453
United Kingdom,uk,gbr,46,2,.3441303494009056,.3866157506962471
United Kingdom,uk,gbr,47,2,.3800076787036931,.4206248429832279
United Kingdom,uk,gbr,48,2,.3493105663065514,.3879088261253437
United Kingdom,uk,gbr,49,2,.33226089887204,.3708469503662217
United Kingdom,uk,gbr,50,2,.2890268243361032,.3302979053224828
United Kingdom,uk,gbr,51,2,.2872917239998727,.3231011383405202
United Kingdom,uk,gbr,52,2,.3590814485788488,.4008994970108049
United Kingdom,uk,gbr,53,2,.3211092508218147,.3598234345256096
United Kingdom,uk,gbr,54,2,.2992211677712822,.3369549079641431
United Kingdom,uk,gbr,55,2,.2792285051369177,.3186966666790045
United Kingdom,uk,gbr,56,2,.2745494818268967,.3123043227398202
United Kingdom,uk,gbr,57,2,.2658176986101603,.3035304476170452
United Kingdom,uk,gbr,58,2,.3280701584631037,.3680205398137407
United Kingdom,uk,gbr,59,2,.287907792946783,.3273038116651922
United Kingdom,uk,gbr,60,2,.2698846280306024,.3066331197505518
United Kingdom,uk,gbr,61,2,.3110126319545621,.3490368423680207
United Kingdom,uk,gbr,62,2,.2384818763588097,.2761870413588798
United Kingdom,uk,gbr,63,2,.2705604837954669,.3096339871168772
United Kingdom,uk,gbr,64,2,.2562811870956426,.2918888953078151
United Kingdom,uk,gbr,65,2,.2697979347092367,.3053451567099243
United Kingdom,uk,gbr,66,2,.2746614811441335,.3125803531122154
United Kingdom,uk,gbr,67,2,.2485913620329307,.2853422477316313
United Kingdom,uk,gbr,68,2,.2479118575611644,.2819127434153335
United Kingdom,uk,gbr,69,2,.262865907915021,.2974363876820092
United Kingdom,uk,gbr,70,2,.2565551187125555,.2926283354450125
United Kingdom,uk,gbr,71,2,.2374778000276888,.2726942636254533
United Kingdom,uk,gbr,72,2,.2310622400132673,.265296335005747
United Kingdom,uk,gbr,73,2,.2510917561967008,.2859528597366833
United Kingdom,uk,gbr,74,2,.2442239881787455,.2810742597887634
United Kingdom,uk,gbr,75,2,.2528032873246117,.2910048377708007
United Kingdom,uk,gbr,76,2,.2627228624716039,.299389576561263
United Kingdom,uk,gbr,77,2,.2348940197115503,.2663296898089703
United Kingdom,uk,gbr,78,2,.2064352747638004,.241406896707197
United Kingdom,uk,gbr,79,2,.2338652843157834,.2686700187224731
United Kingdom,uk,gbr,80,2,.2329060722948492,.2688208999179903
United Kingdom,uk,gbr,81,2,.2468834653982452,.2844163647880938
United Kingdom,uk,gbr,82,2,.2398208895472435,.2744447666216827
United Kingdom,uk,gbr,83,2,.2162399103105661,.248100850802005
United Kingdom,uk,gbr,84,2,.2366500093694186,.2693507339708134
United Kingdom,uk,gbr,85,2,.2294155399058005,.2635959187971813
United Kingdom,uk,gbr,86,2,.2285126477132149,.2640891468085513
United Kingdom,uk,gbr,87,2,.2019513703339652,.2340738494736781
United Kingdom,uk,gbr,88,2,.2269167567231032,.2605837908661967
United Kingdom,uk,gbr,89,2,.2189599430105546,.2533476223714148
United Kingdom,uk,gbr,90,2,.212911118364816,.2460967078954875
United Kingdom,uk,gbr,91,2,.1996312321328134,.2326507131014973
United Kingdom,uk,gbr,92,2,.2174987712966723,.2519449114105167
United Kingdom,uk,gbr,93,2,.2225205396487834,.257181068392395
United Kingdom,uk,gbr,94,2,.1917089883013836,.2246449795590302
United Kingdom,uk,gbr,95,2,.2059452751188712,.2419036881875622
United Kingdom,uk,gbr,96,2,.2194120457085192,.2548844942726022
United Kingdom,uk,gbr,97,2,.2175778496095228,.2529611028430175
United Kingdom,uk,gbr,98,2,.2305234144607892,.2652457216291126
United Kingdom,uk,gbr,99,2,.2069065591842146,.2389860958422184
United Kingdom,uk,gbr,100,2,.2222528229899359,.2575421638231313
United States,us,usa,1,1,.5098597864263366,.5461552395933037
United States,us,usa,2,1,.5007447121194184,.5394599862918686
United States,us,usa,3,1,.3984823463704217,.4411514805564457
United States,us,usa,4,1,.3463148124739258,.3900070915982401
United States,us,usa,5,1,.306432005270274,.3488351595563746
United States,us,usa,6,1,.2863939450720773,.3285508498596409
United States,us,usa,7,1,.277702869166448,.3186485453492195
United States,us,usa,8,1,.2647560982629873,.305060586036782
United States,us,usa,9,1,.2597718669993039,.2999776162970587
United States,us,usa,10,1,.2543110647108313,.293677658657725
United States,us,usa,1,2,.5008794784161625,.5374232154772404
United States,us,usa,2,2,.,.
United States,us,usa,3,2,.,.
United States,us,usa,4,2,.,.
United States,us,usa,5,2,.,.
United States,us,usa,6,2,.,.
United States,us,usa,7,2,.,.
United States,us,usa,8,2,.,.
United States,us,usa,9,2,.5699686512867647,.6042583216428122
United States,us,usa,10,2,.5303653992911599,.5666057251835734
United States,us,usa,11,2,.541781035888379,.5771362400486875
United States,us,usa,12,2,.5643632098750899,.5996527198317395
United States,us,usa,13,2,.5514231069722634,.5871622354272287
United States,us,usa,14,2,.5073884250939095,.5453976817962759
United States,us,usa,15,2,.5011408427309564,.5401436176127655
United States,us,usa,16,2,.4859199942214595,.5263348359739143
United States,us,usa,17,2,.479991659485036,.5213508243691192
United States,us,usa,18,2,.470307064988842,.5114741117686236
United States,us,usa,19,2,.457930359379484,.4978458443372445
United States,us,usa,20,2,.4499345431731718,.4906141106397826
United States,us,usa,21,2,.4308696517117209,.4722718657877821
United States,us,usa,22,2,.4371296835846578,.4792766367189777
United States,us,usa,23,2,.419253932147162,.4618541853448248
United States,us,usa,24,2,.4018484734410547,.4436560002829675
United States,us,usa,25,2,.3967863935494438,.4399803675736353
United States,us,usa,26,2,.4092575189437596,.4515705698070454
United States,us,usa,27,2,.3817652825205183,.4261579694888429
United States,us,usa,28,2,.3738122416304634,.4165541557298923
United States,us,usa,29,2,.374580382201914,.4178153435180873
United States,us,usa,30,2,.3609722808856083,.4038210687288101
United States,us,usa,31,2,.3455991122166578,.3906022406773429
United States,us,usa,32,2,.3773798525723132,.4201182961142825
United States,us,usa,33,2,.3561832952712972,.399127920504575
United States,us,usa,34,2,.3590915957163203,.4042188551234797
United States,us,usa,35,2,.3304159071391118,.372864084673962
United States,us,usa,36,2,.3539728416923698,.3985293346418088
United States,us,usa,37,2,.356206427925347,.3996362857488528
United States,us,usa,38,2,.3349787948419001,.3780893155730916
United States,us,usa,39,2,.3390754563763932,.3821943147016346
United States,us,usa,40,2,.3128954129537981,.3574368555614864
United States,us,usa,41,2,.3355329053372922,.3789286297917376
United States,us,usa,42,2,.298828405322454,.3418741625196896
United States,us,usa,43,2,.3035335954650417,.3454427055394175
United States,us,usa,44,2,.3279209830351829,.3709621968736324
United States,us,usa,45,2,.2897731158997682,.3324931275215284
United States,us,usa,46,2,.3104987439745658,.3528138091436401
United States,us,usa,47,2,.3015725304251749,.3438642503332743
United States,us,usa,48,2,.3087337189244043,.3512299156007158
United States,us,usa,49,2,.2803112591084249,.3205397543592825
United States,us,usa,50,2,.3095434931759588,.3522608813605073
United States,us,usa,51,2,.2760952072128569,.3186517983069066
United States,us,usa,52,2,.2920328087086226,.3344681740908592
United States,us,usa,53,2,.3004135502906605,.3422865000697118
United States,us,usa,54,2,.2928655283539022,.3352403735542904
United States,us,usa,55,2,.2794750768939679,.320748620796351
United States,us,usa,56,2,.2940224968983054,.3366432637186424
United States,us,usa,57,2,.2837112122665984,.3263129616889551
United States,us,usa,58,2,.284208230527507,.3261420954574643
United States,us,usa,59,2,.2761028230692617,.317921679911167
United States,us,usa,60,2,.2849270345117715,.3269972690544181
United States,us,usa,61,2,.2964918715439372,.3366970690113235
United States,us,usa,62,2,.2912400059161232,.3327423479051922
United States,us,usa,63,2,.2703331748547845,.310541398174267
United States,us,usa,64,2,.2682624366096621,.3102262377418906
United States,us,usa,65,2,.2752945424453725,.316748624413223
United States,us,usa,66,2,.2675067433932238,.307647976840651
United States,us,usa,67,2,.276643430753848,.3178966170547313
United States,us,usa,68,2,.2862383344502161,.3254033616034716
United States,us,usa,69,2,.2707054691683927,.312062185411551
United States,us,usa,70,2,.2743152147634445,.3165102352514009
United States,us,usa,71,2,.2605155324497153,.2997437893293792
United States,us,usa,72,2,.2652400799074993,.3072589115784096
United States,us,usa,73,2,.2661381447478902,.3068029520232615
United States,us,usa,74,2,.2667522270328764,.3072115778353367
United States,us,usa,75,2,.2692838719230692,.3093880512325587
United States,us,usa,76,2,.2553483187689856,.2945438240820635
United States,us,usa,77,2,.2705493926006675,.3117683254521064
United States,us,usa,78,2,.2592515378872587,.2987918861939666
United States,us,usa,79,2,.2724151134502121,.3129299859728983
United States,us,usa,80,2,.2631195152482391,.3033572491280468
United States,us,usa,81,2,.2693675882719858,.3097992122921019
United States,us,usa,82,2,.2551321970552768,.2964131334058783
United States,us,usa,83,2,.2653302278628943,.3060903522783336
United States,us,usa,84,2,.2524605071638306,.2921449194440107
United States,us,usa,85,2,.2602331690843508,.300456888887885
United States,us,usa,86,2,.2899531563359625,.3294796357862427
United States,us,usa,87,2,.2502569630631878,.2900988407311061
United States,us,usa,88,2,.2541415217731143,.2939397189643194
United States,us,usa,89,2,.2490709440145779,.2896190132534244
United States,us,usa,90,2,.2518415419972514,.2918065433816648
United States,us,usa,91,2,.2509915283488549,.2913399874021728
United States,us,usa,92,2,.2404554078112494,.2787748401767657
United States,us,usa,93,2,.2481680746728094,.2876837682902754
United States,us,usa,94,2,.2482253832788441,.2878769200049238
United States,us,usa,95,2,.2558059007165125,.2955987798635946
United States,us,usa,96,2,.25995771750433,.2989021808569645
United States,us,usa,97,2,.2546663401240049,.2938232874058139
United States,us,usa,98,2,.2601208321355628,.2989524442127502
United States,us,usa,99,2,.2461711432504233,.2849221638712423
United States,us,usa,100,2,.2785197271751998,.3188641958259533
