C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,ITM_NM_ENG,C2_NM_ENG,ORG_ID,C2_OBJ_NM,UNIT_NM_ENG,UNIT_NM
행정구역별,종사자,2206,I_19,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2018,2020-05-25,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,2300,I_19,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2019,2021-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,2710,I_19,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2020,2022-10-19,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,2510,I_19,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2021,2025-06-02,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,사업체,123,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2011,2014-01-03,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,141,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2012,2014-04-21,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,157,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2013,2015-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,248,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2014,2016-03-10,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,256,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2015,2019-08-14,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,211,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2016,2018-06-26,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,188,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2017,2019-05-13,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,213,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2018,2020-05-25,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,233,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2019,2021-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,203,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2020,2022-10-19,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,211,I_20,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2021,2025-06-02,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,종사자,794,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2011,2014-01-03,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,897,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2012,2014-04-21,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,986,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2013,2015-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,1577,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2014,2016-03-10,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,1648,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2015,2019-08-14,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,1346,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2016,2018-06-26,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,1209,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2017,2019-05-13,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,1391,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2018,2020-05-25,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,1446,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2019,2021-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,1284,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2020,2022-10-19,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,1283,I_21,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2021,2025-06-02,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,사업체,47,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2011,2014-01-03,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,48,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2012,2014-04-21,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,58,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2013,2015-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,68,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2014,2016-03-10,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,60,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2015,2019-08-14,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,53,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2016,2018-06-26,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,46,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2017,2019-05-13,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,60,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2018,2020-05-25,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,55,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2019,2021-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,56,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2020,2022-10-19,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,55,I_22,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2021,2025-06-02,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,종사자,615,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2011,2014-01-03,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,615,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2012,2014-04-21,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,809,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2013,2015-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,873,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2014,2016-03-10,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,786,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2015,2019-08-14,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,713,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2016,2018-06-26,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,591,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2017,2019-05-13,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,819,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2018,2020-05-25,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,704,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2019,2021-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,738,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2020,2022-10-19,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,761,I_23,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2021,2025-06-02,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,사업체,14,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2011,2014-01-03,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,20,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2012,2014-04-21,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,22,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2013,2015-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,24,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2014,2016-03-10,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,27,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2015,2019-08-14,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,27,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2016,2018-06-26,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,22,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2017,2019-05-13,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,20,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2018,2020-05-25,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,20,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2019,2021-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,22,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2020,2022-10-19,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,20,I_24,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2021,2025-06-02,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,종사자,373,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2011,2014-01-03,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,573,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2012,2014-04-21,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,640,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2013,2015-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,692,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2014,2016-03-10,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,754,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2015,2019-08-14,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,778,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2016,2018-06-26,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,634,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2017,2019-05-13,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,521,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2018,2020-05-25,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,555,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2019,2021-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,665,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2020,2022-10-19,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,573,I_25,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2021,2025-06-02,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,사업체,2,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2011,2014-01-03,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,3,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2012,2014-04-21,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,4,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2013,2015-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,3,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2014,2016-03-10,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,2,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2015,2019-08-14,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,-,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2016,2018-06-26,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,1,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2017,2019-05-13,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,3,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2018,2020-05-25,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,3,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2019,2021-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,3,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2020,2022-10-19,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,3,I_26,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2021,2025-06-02,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,종사자,151,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2011,2014-01-03,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,205,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2012,2014-04-21,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,272,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2013,2015-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,168,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2014,2016-03-10,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,X,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2015,2019-08-14,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,-,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2016,2018-06-26,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,50,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2017,2019-05-13,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,157,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2018,2020-05-25,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,153,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2019,2021-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,164,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2020,2022-10-19,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,종사자,161,I_27,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2021,2025-06-02,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Worker,542,종사자규모별,In Person,명
행정구역별,사업체,-,I_28,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2011,2014-01-03,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,-,I_28,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2012,2014-04-21,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,-,I_28,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2013,2015-04-29,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,-,I_28,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2014,2016-03-10,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,-,I_28,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2015,2019-08-14,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,1,I_28,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2016,2018-06-26,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
행정구역별,사업체,1,I_28,11101BSM2112053,A,I_1,DT_54201_D001005,종사자규모별 사업체수 및 종사자수,종사자규모별 사업체수 및 종사자수,2017,2019-05-13,Gangdong-dong,강동동,Number of Establishments and Workers by Workforce Size,Establishment,542,종사자규모별,%,개
